time,temperature_2m_max,temperature_2m_min,precipitation_sum,et0_fao_evapotranspiration,shortwave_radiation_sum,soil_moisture_0_to_7cm
2022-01-01,24.4,10.5,0.0,4.78,26.51,0.38275
2022-01-02,24.1,11.3,0.1,4.77,25.84,0.35841666666666666
2022-01-03,23.8,10.6,0.0,4.8,25.97,0.3403333333333333
2022-01-04,24.2,9.8,0.0,4.85,25.46,0.32279166666666664
2022-01-05,23.1,10.1,0.5,4.43,23.45,0.31520833333333337
2022-01-06,22.1,9.2,0.4,3.8,21.19,0.31395833333333334
2022-01-07,22.0,11.2,1.3,4.37,23.86,0.30620833333333336
2022-01-08,22.6,11.6,0.3,4.37,24.13,0.30033333333333334
2022-01-09,24.1,9.1,0.0,4.59,24.45,0.28975
2022-01-10,22.9,10.0,0.5,4.42,23.49,0.27999999999999997
2022-01-11,23.8,8.6,0.0,4.56,23.22,0.27037500000000003
2022-01-12,23.9,9.4,0.0,4.73,24.86,0.262125
2022-01-13,24.2,9.4,0.4,5.18,26.69,0.25658333333333333
2022-01-14,25.3,8.5,0.0,5.42,27.44,0.248375
2022-01-15,24.0,11.9,0.1,4.24,22.54,0.24287499999999998
2022-01-16,23.9,11.4,4.1,4.44,23.68,0.275125
2022-01-17,22.0,13.4,1.5,3.35,17.81,0.35575
2022-01-18,20.2,13.7,0.6,2.63,14.01,0.3737083333333333
2022-01-19,24.1,11.5,0.2,4.91,24.59,0.3511666666666667
2022-01-20,24.7,9.6,0.1,4.73,24.84,0.3265
2022-01-21,23.9,12.7,1.6,4.52,23.66,0.312125
2022-01-22,25.5,10.6,0.0,5.02,25.87,0.29741666666666666
2022-01-23,25.2,11.4,0.0,5.03,25.48,0.2800833333333333
2022-01-24,24.7,12.5,0.0,4.68,22.28,0.2705
2022-01-25,26.0,10.9,0.0,5.4,26.77,0.261
2022-01-26,24.4,9.4,0.0,5.39,28.08,0.24675
2022-01-27,24.1,9.4,0.0,5.34,28.2,0.236125
2022-01-28,25.3,10.4,0.0,5.25,26.07,0.22741666666666668
2022-01-29,25.0,12.9,0.7,4.81,24.69,0.22283333333333333
2022-01-30,24.2,10.7,0.1,4.97,26.04,0.22554166666666667
2022-01-31,23.4,13.6,0.2,3.65,18.34,0.20766666666666667
2022-02-01,24.6,12.6,1.0,4.54,24.13,0.20391666666666666
2022-02-02,25.5,13.9,8.8,4.91,25.21,0.224
2022-02-03,24.2,11.6,2.2,4.28,22.74,0.25775
2022-02-04,25.9,10.6,0.0,5.19,26.18,0.23883333333333334
2022-02-05,26.7,12.0,0.1,5.37,25.41,0.21462499999999998
2022-02-06,26.5,11.6,0.0,4.96,23.69,0.201375
2022-02-07,25.9,10.9,0.2,4.42,22.55,0.19175
2022-02-08,24.4,10.9,0.1,5.09,25.65,0.18966666666666665
2022-02-09,25.6,11.6,0.0,5.52,27.51,0.18325
2022-02-10,26.6,10.4,0.1,5.78,28.27,0.17866666666666667
2022-02-11,25.6,10.5,0.7,5.11,25.67,0.17633333333333334
2022-02-12,26.5,12.1,0.1,5.0,25.0,0.17808333333333334
2022-02-13,26.6,10.4,0.0,5.61,27.99,0.17333333333333334
2022-02-14,27.2,11.4,0.2,5.54,26.51,0.1685
2022-02-15,26.6,12.8,0.1,5.26,25.15,0.16383333333333336
2022-02-16,26.8,10.8,0.1,5.23,25.41,0.16241666666666668
2022-02-17,27.0,11.9,0.2,5.5,25.73,0.160125
2022-02-18,25.9,12.9,0.0,5.39,26.34,0.15391666666666667
2022-02-19,26.9,13.4,0.9,5.15,25.01,0.165625
2022-02-20,26.4,13.2,0.2,5.28,24.51,0.16504166666666667
2022-02-21,26.9,10.6,0.4,4.94,22.99,0.16116666666666668
2022-02-22,25.6,14.1,4.5,4.77,24.77,0.18787500000000001
2022-02-23,25.2,13.0,12.5,3.96,20.95,0.28883333333333333
2022-02-24,21.2,13.4,13.2,3.14,16.86,0.37470833333333337
2022-02-25,23.1,11.2,0.7,4.37,23.32,0.34170833333333334
2022-02-26,24.2,10.9,1.0,4.59,24.22,0.309375
2022-02-27,26.2,9.9,0.0,5.56,27.19,0.2820416666666667
2022-02-28,24.9,9.9,0.6,5.44,27.07,0.261125
2022-03-01,23.6,13.4,1.7,4.77,24.95,0.24908333333333332
2022-03-02,22.8,11.6,0.7,4.6,23.77,0.23875000000000002
2022-03-03,26.9,11.4,0.0,5.87,27.52,0.22220833333333334
2022-03-04,27.0,11.6,0.0,5.78,28.13,0.205
2022-03-05,25.4,9.1,0.0,5.68,27.55,0.19466666666666668
2022-03-06,26.6,9.4,0.0,5.54,27.16,0.1884583333333333
2022-03-07,27.4,10.4,0.1,5.66,27.45,0.18241666666666667
2022-03-08,26.4,13.9,0.2,5.37,26.1,0.174625
2022-03-09,26.5,10.9,0.0,5.44,25.83,0.16391666666666668
2022-03-10,26.4,10.3,0.0,5.53,26.5,0.15916666666666668
2022-03-11,26.2,11.6,0.0,5.63,26.83,0.14675
2022-03-12,27.0,10.4,0.0,5.85,26.69,0.141875
2022-03-13,28.2,10.0,0.0,6.04,27.74,0.13625
2022-03-14,25.8,12.2,0.1,5.37,25.15,0.13233333333333333
2022-03-15,27.5,10.4,0.0,5.57,25.9,0.12941666666666665
2022-03-16,28.0,11.9,0.0,5.61,26.34,0.12604166666666666
2022-03-17,28.0,12.8,0.0,5.4,25.11,0.12291666666666667
2022-03-18,25.2,10.1,0.0,5.31,25.75,0.122
2022-03-19,25.7,12.5,0.0,5.26,25.68,0.12233333333333334
2022-03-20,26.5,15.9,0.1,5.34,24.58,0.12054166666666666
2022-03-21,25.5,15.7,0.4,5.44,24.52,0.12025000000000001
2022-03-22,24.2,15.8,0.9,5.07,24.04,0.12095833333333333
2022-03-23,24.6,13.3,0.2,5.23,25.77,0.12083333333333333
2022-03-24,25.5,12.3,2.5,4.91,24.58,0.12841666666666665
2022-03-25,25.9,12.9,3.7,4.66,22.69,0.18395833333333333
2022-03-26,24.5,14.2,12.5,3.84,20.28,0.24366666666666667
2022-03-27,22.1,12.8,1.1,3.41,18.55,0.28454166666666664
2022-03-28,24.6,13.9,12.5,3.97,21.07,0.32616666666666666
2022-03-29,22.0,14.0,1.2,3.72,19.47,0.3277083333333333
2022-03-30,23.8,11.9,1.1,4.11,22.2,0.31633333333333336
2022-03-31,22.2,14.6,3.4,3.96,21.23,0.314875
2022-04-01,21.5,14.8,4.1,3.26,18.29,0.311125
2022-04-02,21.5,15.5,14.5,3.08,15.25,0.308375
2022-04-03,22.2,15.2,1.3,4.08,21.73,0.285125
2022-04-04,24.2,13.6,4.3,4.49,23.66,0.2715
2022-04-05,24.6,13.5,0.1,4.99,25.58,0.271125
2022-04-06,23.8,12.9,4.8,3.91,19.77,0.262125
2022-04-07,23.0,13.9,0.5,4.75,24.36,0.23954166666666665
2022-04-08,23.0,14.1,0.3,4.63,24.25,0.22833333333333336
2022-04-09,22.7,13.4,0.8,4.21,21.94,0.22075
2022-04-10,22.4,14.7,1.4,3.69,19.52,0.20970833333333336
2022-04-11,23.9,14.8,0.2,4.46,22.17,0.19887500000000002
2022-04-12,24.5,12.6,1.8,4.7,24.82,0.19579166666666667
2022-04-13,24.8,13.1,7.1,3.95,21.48,0.21245833333333333
2022-04-14,23.2,14.4,4.0,4.04,22.33,0.254375
2022-04-15,23.2,15.0,2.3,3.99,22.35,0.2942916666666667
2022-04-16,24.1,12.0,0.2,4.77,25.62,0.27229166666666665
2022-04-17,24.4,12.4,1.0,4.32,23.18,0.2545
2022-04-18,23.2,12.9,7.4,3.91,22.15,0.3175
2022-04-19,22.8,14.1,16.2,3.5,20.07,0.3363333333333333
2022-04-20,22.9,14.6,5.2,3.66,20.63,0.35308333333333336
2022-04-21,22.3,14.5,6.9,3.83,21.71,0.36391666666666667
2022-04-22,23.1,14.2,14.7,3.42,18.56,0.3724166666666667
2022-04-23,23.1,12.6,14.6,3.56,19.55,0.37683333333333335
2022-04-24,21.6,15.4,2.7,3.64,20.44,0.37895833333333334
2022-04-25,22.6,15.2,1.9,4.09,23.45,0.35437499999999994
2022-04-26,23.0,13.4,2.7,4.08,23.45,0.34804166666666664
2022-04-27,22.6,12.9,5.3,3.51,20.29,0.3619583333333333
2022-04-28,20.5,13.4,11.4,2.96,17.69,0.387125
2022-04-29,21.5,14.2,4.6,3.88,22.63,0.37833333333333335
2022-04-30,22.6,14.6,2.8,3.85,21.43,0.36525
2022-05-01,22.6,14.2,11.6,3.45,20.17,0.4067083333333333
2022-05-02,22.2,13.5,6.1,3.99,23.55,0.3957916666666667
2022-05-03,21.4,14.4,7.3,3.57,20.76,0.3907083333333334
2022-05-04,20.9,13.2,3.2,3.54,20.51,0.3824166666666667
2022-05-05,20.5,14.0,6.8,2.96,17.92,0.399
2022-05-06,21.8,13.8,5.2,3.81,22.02,0.391125
2022-05-07,22.6,14.4,1.1,3.91,22.52,0.384875
2022-05-08,23.2,13.9,0.6,3.97,22.26,0.37004166666666666
2022-05-09,22.6,13.3,2.2,3.94,22.72,0.3538333333333333
2022-05-10,22.9,13.6,1.9,3.94,22.34,0.342
2022-05-11,22.3,14.4,2.6,3.93,22.06,0.34400000000000003
2022-05-12,22.5,14.3,1.3,4.4,24.59,0.33641666666666664
2022-05-13,22.2,11.4,2.0,4.27,24.24,0.3224166666666667
2022-05-14,22.4,12.6,0.2,4.12,23.3,0.312875
2022-05-15,21.5,14.4,0.7,4.11,23.6,0.3056666666666667
2022-05-16,20.6,13.8,2.6,3.29,19.0,0.30995833333333334
2022-05-17,20.5,12.9,2.1,3.2,18.24,0.31116666666666665
2022-05-18,20.4,13.8,2.5,2.69,15.14,0.3325
2022-05-19,22.3,12.9,0.8,4.1,23.94,0.3256666666666667
2022-05-20,21.5,13.6,2.9,3.47,20.13,0.31583333333333335
2022-05-21,22.2,11.8,0.1,4.13,23.54,0.29824999999999996
2022-05-22,23.5,13.4,0.9,4.28,23.45,0.2854583333333333
2022-05-23,23.6,11.9,0.8,4.05,22.47,0.2954583333333333
2022-05-24,23.1,11.6,0.0,4.26,23.96,0.29724999999999996
2022-05-25,22.6,14.6,3.2,3.78,21.3,0.285875
2022-05-26,22.9,12.3,0.8,3.98,22.43,0.285
2022-05-27,22.0,13.7,3.1,3.59,20.2,0.27558333333333335
2022-05-28,21.0,13.4,1.1,3.57,20.64,0.26695833333333335
2022-05-29,20.6,13.2,6.4,3.13,18.68,0.297875
2022-05-30,19.8,13.1,2.3,3.27,19.68,0.3084166666666667
2022-05-31,21.0,12.9,1.9,3.29,19.16,0.3119166666666667
2022-06-01,20.1,13.9,5.2,2.93,17.23,0.33383333333333337
2022-06-02,19.8,13.6,6.0,3.2,19.41,0.33670833333333333
2022-06-03,20.0,12.4,2.3,3.37,20.02,0.3269166666666667
2022-06-04,20.8,11.5,0.1,3.75,21.5,0.30854166666666666
2022-06-05,22.0,9.3,0.3,4.2,24.12,0.28662499999999996
2022-06-06,21.2,9.6,1.3,3.8,22.33,0.2740416666666667
2022-06-07,20.4,13.4,2.2,3.58,21.23,0.28179166666666666
2022-06-08,20.1,12.4,2.2,2.99,17.25,0.29362499999999997
2022-06-09,20.6,10.1,0.3,3.84,22.65,0.28258333333333335
2022-06-10,19.9,10.9,0.8,3.49,20.57,0.2699166666666667
2022-06-11,21.5,13.1,0.6,3.73,20.7,0.2659166666666667
2022-06-12,21.0,13.1,0.6,3.69,20.95,0.26329166666666665
2022-06-13,19.9,13.4,4.6,3.05,17.78,0.29058333333333336
2022-06-14,21.5,12.8,1.8,3.73,21.04,0.29804166666666665
2022-06-15,22.2,11.2,0.0,3.94,22.43,0.2800416666666667
2022-06-16,21.2,13.1,1.1,3.71,20.98,0.27870833333333334
2022-06-17,19.6,10.6,0.5,3.09,17.62,0.26929166666666665
2022-06-18,21.1,12.6,0.9,3.61,20.91,0.2649166666666667
2022-06-19,19.2,12.1,1.1,2.75,15.78,0.25370833333333337
2022-06-20,18.2,12.8,0.9,2.04,11.53,0.25304166666666666
2022-06-21,21.3,11.9,0.4,3.63,20.98,0.2519166666666667
2022-06-22,21.2,9.4,0.0,3.91,22.81,0.2383333333333333
2022-06-23,19.2,12.1,2.5,2.77,15.8,0.235
2022-06-24,18.5,12.2,4.5,2.74,16.09,0.2844583333333333
2022-06-25,19.5,12.2,2.6,2.89,16.78,0.294375
2022-06-26,20.2,11.9,1.0,3.36,19.27,0.283375
2022-06-27,18.5,11.6,1.0,2.87,16.71,0.26983333333333337
2022-06-28,18.7,11.6,2.7,3.06,17.88,0.27395833333333336
2022-06-29,19.5,8.6,0.1,3.49,20.62,0.26329166666666665
2022-06-30,19.2,12.3,2.2,2.87,16.61,0.27220833333333333
2022-07-01,18.2,11.4,1.9,3.15,19.19,0.27408333333333335
2022-07-02,19.8,11.9,1.3,3.38,19.5,0.2745
2022-07-03,21.2,10.1,0.0,3.99,23.32,0.26166666666666666
2022-07-04,20.7,7.7,0.0,4.02,23.17,0.24483333333333332
2022-07-05,20.8,11.8,0.9,2.91,16.14,0.23404166666666668
2022-07-06,20.7,11.1,0.8,3.42,19.22,0.23483333333333334
2022-07-07,18.4,11.2,0.2,2.68,16.11,0.2552083333333333
2022-07-08,16.5,12.2,4.4,1.72,9.89,0.27416666666666667
2022-07-09,15.4,11.4,4.5,1.63,9.54,0.30924999999999997
2022-07-10,17.8,11.1,1.4,2.55,14.19,0.31883333333333336
2022-07-11,18.5,11.3,3.9,2.33,14.08,0.32937500000000003
2022-07-12,16.6,12.0,8.3,1.77,11.04,0.357625
2022-07-13,20.8,11.1,1.4,3.97,22.72,0.3491666666666667
2022-07-14,19.3,9.8,0.7,3.12,17.86,0.31683333333333336
2022-07-15,20.0,12.8,1.8,3.23,18.29,0.31020833333333336
2022-07-16,19.8,12.7,1.9,2.87,16.14,0.31083333333333335
2022-07-17,17.9,12.4,2.2,2.35,13.84,0.3104166666666667
2022-07-18,18.2,11.8,3.9,2.83,16.53,0.32583333333333336
2022-07-19,16.9,12.4,3.2,1.79,10.08,0.33108333333333334
2022-07-20,18.8,11.3,1.3,2.84,15.94,0.3284166666666667
2022-07-21,17.5,11.6,3.3,2.26,12.61,0.3421666666666667
2022-07-22,17.8,11.4,1.7,2.52,15.0,0.3484583333333333
2022-07-23,17.7,11.0,1.7,2.67,16.07,0.3425833333333333
2022-07-24,21.0,10.1,0.6,3.82,22.18,0.31704166666666667
2022-07-25,18.6,11.2,0.7,2.64,14.91,0.3017083333333333
2022-07-26,19.0,12.4,3.8,2.48,13.73,0.31795833333333334
2022-07-27,19.0,11.4,0.5,3.04,17.95,0.311625
2022-07-28,18.0,12.1,2.1,2.26,12.95,0.3136666666666667
2022-07-29,18.3,12.6,2.5,2.58,15.24,0.3199166666666667
2022-07-30,19.7,10.2,1.8,3.4,20.37,0.3162916666666667
2022-07-31,19.5,12.8,3.4,3.07,17.9,0.32083333333333336
2022-08-01,18.6,12.6,3.9,2.22,12.74,0.316375
2022-08-02,15.6,12.2,4.3,1.1,6.06,0.35125
2022-08-03,17.2,11.8,1.1,1.93,10.85,0.35070833333333334
2022-08-04,15.9,11.9,4.2,1.62,9.46,0.3602916666666667
2022-08-05,16.2,11.9,4.0,1.83,10.97,0.36520833333333336
2022-08-06,17.2,11.4,1.6,2.12,12.86,0.358875
2022-08-07,17.9,9.6,0.3,3.07,19.59,0.3369166666666667
2022-08-08,16.5,9.9,0.7,2.28,14.37,0.3275
2022-08-09,17.5,10.2,0.6,2.59,16.02,0.3147083333333333
2022-08-10,19.2,11.6,0.8,3.16,18.21,0.30275
2022-08-11,17.5,12.3,7.9,1.98,11.19,0.3409166666666667
2022-08-12,16.4,11.5,4.7,1.94,11.56,0.3581666666666667
2022-08-13,16.0,12.0,3.3,1.52,8.76,0.349
2022-08-14,19.5,11.7,2.2,2.68,15.54,0.3491666666666666
2022-08-15,19.4,13.0,2.2,2.69,15.3,0.3661666666666667
2022-08-16,19.9,13.0,1.6,2.61,15.17,0.35870833333333335
2022-08-17,16.7,12.0,4.5,1.86,11.25,0.36725
2022-08-18,20.5,8.7,0.0,4.46,26.55,0.33879166666666666
2022-08-19,21.1,8.8,0.0,4.58,26.02,0.316
2022-08-20,23.6,8.1,1.8,4.32,23.48,0.29675
2022-08-21,22.5,9.1,2.4,4.06,21.69,0.2894583333333333
2022-08-22,19.7,12.2,0.5,3.64,20.34,0.30383333333333334
2022-08-23,20.1,8.7,0.1,3.96,24.0,0.287375
2022-08-24,18.6,12.1,4.5,2.99,17.16,0.29612499999999997
2022-08-25,18.0,11.1,0.6,2.8,16.55,0.29233333333333333
2022-08-26,19.1,11.8,2.0,2.84,16.87,0.29020833333333335
2022-08-27,16.6,12.5,6.6,1.77,10.79,0.31858333333333333
2022-08-28,18.8,11.8,1.3,2.82,16.56,0.3257083333333333
2022-08-29,21.3,11.6,3.0,3.78,21.68,0.30833333333333335
2022-08-30,22.0,11.4,0.1,4.47,25.11,0.29075
2022-08-31,19.6,11.9,1.1,3.29,19.78,0.27458333333333335
2022-09-01,19.7,12.2,1.8,2.97,16.53,0.2824583333333333
2022-09-02,19.0,10.2,0.4,3.28,20.26,0.276
2022-09-03,18.5,11.7,0.8,2.77,16.42,0.27229166666666665
2022-09-04,20.1,11.1,4.3,3.26,19.52,0.2754166666666667
2022-09-05,20.3,11.9,23.9,2.86,16.46,0.34650000000000003
2022-09-06,21.0,11.1,10.8,2.91,16.42,0.3581666666666667
2022-09-07,18.8,13.6,4.1,2.42,14.48,0.380625
2022-09-08,17.2,12.2,2.1,2.06,11.97,0.3819166666666667
2022-09-09,19.7,11.8,0.2,3.06,18.06,0.36241666666666666
2022-09-10,19.1,12.9,1.4,3.29,19.7,0.35104166666666664
2022-09-11,21.2,11.8,0.0,4.04,23.22,0.3378333333333334
2022-09-12,20.6,12.1,0.7,3.64,21.27,0.32095833333333335
2022-09-13,20.5,12.0,5.5,3.5,20.56,0.3173333333333333
2022-09-14,19.2,12.9,3.2,2.8,16.72,0.3169166666666667
2022-09-15,18.8,12.1,4.5,3.01,17.6,0.33745833333333336
2022-09-16,20.5,12.2,3.8,3.48,20.06,0.35391666666666666
2022-09-17,20.6,12.8,2.3,3.54,20.28,0.3385833333333333
2022-09-18,20.7,11.2,1.8,3.99,23.53,0.327375
2022-09-19,22.1,12.9,0.6,4.66,26.04,0.310125
2022-09-20,21.8,13.4,1.7,4.09,23.58,0.2916666666666667
2022-09-21,22.1,12.8,0.0,4.44,24.82,0.27479166666666666
2022-09-22,22.2,11.5,0.0,4.52,25.14,0.259
2022-09-23,22.4,12.4,0.2,5.07,27.88,0.24454166666666666
2022-09-24,23.4,9.9,0.2,5.08,27.71,0.229625
2022-09-25,21.5,12.8,7.8,4.23,23.83,0.27158333333333334
2022-09-26,21.1,12.8,1.6,3.8,21.14,0.2662083333333333
2022-09-27,22.1,13.4,1.2,4.68,26.26,0.26425000000000004
2022-09-28,23.5,8.1,0.0,5.33,28.48,0.24875
2022-09-29,22.2,10.1,0.3,4.61,25.6,0.22970833333333332
2022-09-30,21.4,12.4,0.8,4.1,23.35,0.22012500000000002
2022-10-01,23.0,13.1,2.1,4.39,24.21,0.21658333333333335
2022-10-02,23.6,11.8,0.9,4.83,25.15,0.20929166666666665
2022-10-03,23.2,11.6,0.6,4.49,24.59,0.19954166666666664
2022-10-04,22.3,11.2,0.5,4.41,24.45,0.19116666666666668
2022-10-05,23.1,13.3,0.2,4.61,25.16,0.20620833333333333
2022-10-06,22.4,14.0,4.0,3.84,21.64,0.21891666666666665
2022-10-07,22.3,13.9,1.2,4.31,23.72,0.23870833333333333
2022-10-08,21.7,13.1,1.5,4.22,22.86,0.2314166666666667
2022-10-09,22.9,10.4,0.0,4.91,26.13,0.21795833333333334
2022-10-10,22.2,11.7,0.0,4.89,26.87,0.19879166666666667
2022-10-11,22.8,10.8,0.4,4.47,23.86,0.18866666666666668
2022-10-12,23.4,9.3,0.1,4.96,26.28,0.178625
2022-10-13,23.2,10.2,0.1,5.0,26.74,0.168625
2022-10-14,24.0,12.6,0.2,5.24,27.16,0.16208333333333333
2022-10-15,23.7,12.5,1.7,4.66,24.38,0.15875
2022-10-16,22.1,13.1,1.6,4.11,21.09,0.15541666666666668
2022-10-17,22.6,13.4,3.4,3.8,20.84,0.16516666666666666
2022-10-18,22.5,14.4,4.5,4.26,24.33,0.20041666666666666
2022-10-19,22.4,13.4,0.8,4.29,22.92,0.1991666666666667
2022-10-20,22.1,14.1,2.7,3.94,21.36,0.19970833333333335
2022-10-21,23.4,12.8,0.2,4.93,26.27,0.1955
2022-10-22,23.4,10.9,0.0,4.98,26.1,0.18312499999999998
2022-10-23,23.1,11.3,0.0,4.56,23.91,0.17049999999999998
2022-10-24,24.0,13.1,0.0,4.95,25.57,0.15891666666666668
2022-10-25,24.8,14.3,0.5,5.02,25.51,0.14716666666666667
2022-10-26,25.5,15.1,0.6,5.27,26.3,0.13712500000000002
2022-10-27,24.4,15.4,0.3,4.75,24.2,0.135875
2022-10-28,25.5,14.1,0.5,4.76,24.15,0.13562500000000002
2022-10-29,24.5,14.8,1.2,4.43,21.68,0.13354166666666667
2022-10-30,24.9,14.6,0.3,5.18,25.87,0.13145833333333334
2022-10-31,22.9,13.0,4.3,3.85,20.63,0.14766666666666667
2022-11-01,21.1,14.8,18.1,3.05,17.11,0.23991666666666667
2022-11-02,20.9,14.4,4.3,2.76,15.22,0.362125
2022-11-03,19.8,14.2,9.4,2.2,12.53,0.3587916666666667
2022-11-04,22.2,13.6,6.3,2.49,13.36,0.3682916666666667
2022-11-05,20.8,13.6,3.0,3.51,19.88,0.339
2022-11-06,22.0,14.4,2.8,3.31,18.49,0.33591666666666664
2022-11-07,21.8,13.4,2.4,3.15,17.74,0.33287500000000003
2022-11-08,22.1,13.1,5.2,4.09,23.58,0.316125
2022-11-09,23.1,12.1,0.0,4.31,23.73,0.30195833333333333
2022-11-10,22.4,13.6,1.3,3.85,20.77,0.28720833333333334
2022-11-11,20.4,13.7,1.7,2.23,12.09,0.29266666666666663
2022-11-12,21.5,10.9,2.1,3.37,19.02,0.29483333333333334
2022-11-13,22.1,12.6,8.5,2.95,15.8,0.33016666666666666
2022-11-14,21.0,12.9,6.4,3.61,20.75,0.3617916666666667
2022-11-15,20.9,12.6,2.4,3.06,17.41,0.3754583333333333
2022-11-16,19.8,13.5,9.4,2.21,12.24,0.38775000000000004
2022-11-17,17.5,14.6,9.6,1.15,5.48,0.405
2022-11-18,21.7,13.7,1.7,3.04,16.05,0.40091666666666664
2022-11-19,22.3,11.8,16.0,4.03,22.76,0.390625
2022-11-20,22.2,12.9,16.0,3.0,16.53,0.40829166666666666
2022-11-21,22.5,12.1,4.7,3.71,20.58,0.40829166666666666
2022-11-22,22.0,12.0,14.5,3.18,17.88,0.4090833333333333
2022-11-23,17.5,12.9,2.4,1.61,9.35,0.408625
2022-11-24,19.4,13.9,3.9,1.77,9.64,0.398125
2022-11-25,20.1,13.9,3.0,3.45,20.42,0.3770833333333334
2022-11-26,21.0,12.6,1.3,3.49,19.9,0.3600833333333333
2022-11-27,20.8,13.1,1.8,3.64,20.74,0.36283333333333334
2022-11-28,20.6,11.4,5.3,3.4,19.89,0.3715833333333333
2022-11-29,21.8,10.8,4.0,3.32,17.86,0.384125
2022-11-30,20.6,12.1,7.1,3.27,19.07,0.39808333333333334
2022-12-01,21.1,11.9,1.1,3.8,20.85,0.3822083333333333
2022-12-02,22.0,11.8,2.1,3.77,20.29,0.37470833333333337
2022-12-03,20.3,9.7,1.3,3.61,21.26,0.3790833333333334
2022-12-04,19.2,13.1,4.5,2.03,11.34,0.3742916666666667
2022-12-05,22.1,11.9,4.3,3.43,18.6,0.37633333333333335
2022-12-06,21.6,12.3,5.7,3.59,20.5,0.38716666666666666
2022-12-07,21.2,13.1,1.6,3.65,20.93,0.3765416666666667
2022-12-08,19.5,12.9,7.0,2.97,17.1,0.3785
2022-12-09,20.4,12.6,5.2,3.09,17.32,0.4003333333333334
2022-12-10,22.5,11.1,11.2,3.32,18.51,0.41358333333333336
2022-12-11,21.6,13.2,6.6,2.64,14.27,0.40562499999999996
2022-12-12,21.1,10.2,2.1,3.7,21.02,0.38683333333333336
2022-12-13,21.2,13.1,3.8,3.25,18.32,0.3814583333333333
2022-12-14,21.5,9.9,0.7,4.3,24.17,0.3765416666666667
2022-12-15,22.4,11.6,1.1,4.32,23.61,0.36066666666666664
2022-12-16,23.0,12.9,1.8,4.38,23.8,0.34637500000000004
2022-12-17,22.1,13.4,1.0,4.2,22.9,0.33687500000000004
2022-12-18,23.0,11.7,0.5,4.54,24.88,0.32408333333333333
2022-12-19,22.9,11.6,1.2,4.31,23.48,0.31816666666666665
2022-12-20,23.8,12.7,1.5,4.57,24.13,0.31404166666666666
2022-12-21,22.4,11.1,2.6,4.34,23.75,0.30866666666666664
2022-12-22,22.9,11.4,0.5,4.38,24.35,0.3087083333333333
2022-12-23,22.8,12.2,1.7,4.0,22.39,0.32304166666666667
2022-12-24,22.3,12.4,2.1,4.32,23.9,0.32204166666666667
2022-12-25,22.9,11.2,0.6,4.44,24.13,0.3355416666666667
2022-12-26,23.9,11.1,4.3,4.41,24.47,0.3283333333333333
2022-12-27,21.0,13.1,16.0,3.07,17.68,0.35833333333333334
2022-12-28,21.5,10.7,0.6,3.62,19.65,0.3606666666666667
2022-12-29,21.5,11.6,2.9,3.43,18.16,0.3350416666666667
2022-12-30,21.4,11.0,0.4,3.75,20.56,0.3229166666666667
2022-12-31,20.4,8.5,0.9,3.62,20.33,0.30745833333333333
2023-01-01,22.0,9.8,0.0,4.22,22.33,0.2894583333333333
2023-01-02,20.4,8.9,2.5,3.35,19.34,0.289
2023-01-03,19.6,12.8,2.9,2.06,11.11,0.31979166666666664
2023-01-04,22.0,12.1,2.1,3.43,19.06,0.3452916666666667
2023-01-05,21.9,10.3,0.7,3.76,20.27,0.3424583333333333
2023-01-06,23.1,11.6,0.0,4.74,24.51,0.32054166666666667
2023-01-07,22.6,9.9,0.2,4.5,24.24,0.297875
2023-01-08,23.4,9.4,0.5,4.17,22.41,0.28675
2023-01-09,22.8,12.6,1.8,3.98,21.59,0.297125
2023-01-10,21.8,11.6,0.9,4.26,23.16,0.33945833333333336
2023-01-11,22.2,10.3,0.6,4.37,24.1,0.3282916666666667
2023-01-12,24.9,10.9,0.1,4.67,24.27,0.30620833333333336
2023-01-13,24.8,8.2,0.0,5.1,26.07,0.28570833333333334
2023-01-14,23.3,8.4,0.0,4.96,26.4,0.2694166666666667
2023-01-15,23.8,10.1,0.0,4.94,26.23,0.25558333333333333
2023-01-16,23.8,10.1,0.0,4.67,24.54,0.24349999999999997
2023-01-17,23.5,9.4,0.2,4.47,23.41,0.239
2023-01-18,25.5,10.9,0.0,5.75,28.08,0.2304166666666667
2023-01-19,26.1,9.6,0.0,5.7,27.31,0.21895833333333334
2023-01-20,25.9,10.1,0.0,5.28,26.63,0.20866666666666667
2023-01-21,26.0,10.9,0.0,5.13,24.91,0.20220833333333332
2023-01-22,25.6,10.6,0.0,4.9,23.77,0.19862500000000002
2023-01-23,25.0,10.9,0.4,4.43,22.0,0.20274999999999999
2023-01-24,23.2,9.9,0.1,4.42,23.34,0.20766666666666667
2023-01-25,26.8,10.2,0.0,5.0,24.67,0.20429166666666665
2023-01-26,25.1,12.2,0.0,5.0,23.17,0.19187500000000002
2023-01-27,22.2,9.6,0.5,4.88,24.5,0.18366666666666664
2023-01-28,24.4,8.1,0.0,5.58,28.14,0.177875
2023-01-29,24.5,8.0,0.0,5.55,26.97,0.16587500000000002
2023-01-30,24.3,9.2,0.0,5.07,25.05,0.15754166666666666
2023-01-31,24.2,11.1,0.0,5.24,26.01,0.15304166666666666
2023-02-01,26.2,11.1,0.0,5.4,26.64,0.14733333333333332
