time,temperature_2m_max,temperature_2m_min,precipitation_sum,et0_fao_evapotranspiration,shortwave_radiation_sum,soil_moisture_0_to_7cm
2024-11-25,21.5,14.2,5.8,3.08,17.17,0.40454166666666663
2024-11-26,21.6,14.0,3.4,3.99,23.02,0.3805
2024-11-27,21.3,12.6,4.3,3.09,17.6,0.36483333333333334
2024-11-28,22.9,12.7,17.5,3.51,19.87,0.3905416666666666
2024-11-29,22.7,12.3,5.0,3.95,22.42,0.36920833333333336
2024-11-30,22.9,13.2,1.2,3.85,21.0,0.3325416666666667
2024-12-01,21.9,11.8,0.8,3.8,21.22,0.325
2024-12-02,22.2,13.1,0.5,3.98,21.9,0.31083333333333335
2024-12-03,23.7,13.1,0.0,4.87,26.34,0.29420833333333335
2024-12-04,24.0,11.6,0.0,4.94,26.58,0.269125
2024-12-05,24.2,11.5,0.1,4.71,25.26,0.252125
2024-12-06,24.5,12.7,0.5,4.79,25.07,0.24825
2024-12-07,24.3,11.5,0.0,5.19,26.42,0.23795833333333336
2024-12-08,24.5,11.0,0.0,4.81,25.25,0.22841666666666668
2024-12-09,24.7,11.1,0.4,4.41,23.23,0.22824999999999998
2024-12-10,22.2,13.9,4.6,4.09,21.93,0.24
2024-12-11,22.6,14.6,1.4,4.13,22.26,0.251375
2024-12-12,23.8,14.4,0.6,4.33,22.91,0.239
2024-12-13,24.1,14.2,0.1,4.62,24.94,0.22875
2024-12-14,25.1,12.3,0.6,4.67,24.38,0.22816666666666666
2024-12-15,24.0,15.1,1.2,4.54,23.71,0.22716666666666666
2024-12-16,23.8,13.4,1.5,4.32,22.54,0.231375
2024-12-17,24.1,13.1,2.6,4.25,22.48,0.249
2024-12-18,24.5,12.6,1.8,4.49,23.96,0.2619166666666667
2024-12-19,21.6,14.6,13.5,3.21,17.7,0.291375
2024-12-20,24.5,14.2,3.1,3.97,21.22,0.339
2024-12-21,21.5,14.2,5.3,3.41,20.01,0.3295416666666667
2024-12-22,21.9,13.6,0.7,3.38,18.86,0.33908333333333335
2024-12-23,22.5,14.0,1.7,3.54,19.34,0.31275000000000003
2024-12-24,22.7,13.9,3.0,3.98,21.98,0.28983333333333333
2024-12-25,21.7,14.6,2.9,3.51,20.07,0.28429166666666666
2024-12-26,23.1,12.6,2.1,4.2,22.19,0.2670416666666667
2024-12-27,23.8,10.9,0.4,4.42,22.94,0.26033333333333336
2024-12-28,25.0,11.1,0.0,4.78,24.74,0.24854166666666666
2024-12-29,25.3,10.8,0.1,4.77,24.73,0.23324999999999999
2024-12-30,25.8,11.1,0.1,4.78,24.28,0.225625
2024-12-31,23.9,12.0,1.8,4.48,23.68,0.2363333333333333
2025-01-01,25.9,11.4,0.6,4.47,22.63,0.2363333333333333
2025-01-02,24.8,10.1,0.1,4.32,22.67,0.23091666666666666
2025-01-03,23.5,10.9,0.3,4.44,23.44,0.221625
2025-01-04,23.7,12.2,4.7,4.18,22.35,0.2255
2025-01-05,24.8,10.9,0.8,4.33,22.4,0.20295833333333335
2025-01-06,25.4,9.9,0.1,4.85,25.59,0.2157083333333333
2025-01-07,25.5,9.4,0.2,5.15,26.97,0.22129166666666666
2025-01-08,24.3,10.1,0.5,4.87,25.37,0.21804166666666666
2025-01-09,24.4,11.5,3.7,4.54,24.85,0.23958333333333334
2025-01-10,22.7,13.1,3.5,4.0,21.78,0.2577916666666667
2025-01-11,23.7,12.0,1.8,4.52,24.12,0.27545833333333336
2025-01-12,25.8,12.1,1.0,4.96,25.75,0.263125
2025-01-13,25.8,12.5,0.6,4.89,25.25,0.24966666666666668
2025-01-14,25.0,12.9,0.4,4.79,23.84,0.24941666666666665
2025-01-15,22.9,10.6,0.0,4.07,21.29,0.2511666666666667
2025-01-16,22.5,8.8,0.0,4.72,25.5,0.2552083333333333
2025-01-17,24.5,9.1,0.2,4.66,24.73,0.25425000000000003
2025-01-18,25.0,11.3,0.0,4.84,24.43,0.25154166666666666
2025-01-19,25.0,12.1,0.3,4.65,23.89,0.25475
2025-01-20,27.3,10.1,0.0,5.66,27.58,0.24633333333333332
2025-01-21,26.4,10.4,0.0,5.13,25.58,0.23954166666666665
2025-01-22,25.0,9.9,0.3,4.55,22.72,0.230625
2025-01-23,25.8,10.9,0.8,4.78,23.87,0.22204166666666666
2025-01-24,25.9,11.4,4.0,4.74,24.49,0.234625
2025-01-25,26.5,11.5,0.1,4.88,25.02,0.243125
2025-01-26,26.0,11.1,1.0,4.67,23.6,0.24225
2025-01-27,22.5,14.4,8.4,3.32,17.54,0.28983333333333333
2025-01-28,22.2,12.9,7.3,3.15,17.77,0.3325416666666667
2025-01-29,23.6,12.9,12.8,3.54,18.96,0.3780833333333333
2025-01-30,22.1,12.7,27.7,3.21,18.05,0.4023333333333334
2025-01-31,25.2,10.6,1.0,4.86,25.43,0.37237499999999996
2025-02-01,23.5,12.4,1.4,4.59,24.6,0.34070833333333334
2025-02-02,24.1,11.8,0.4,4.41,23.61,0.33575
2025-02-03,25.2,10.3,0.6,5.05,25.74,0.3385416666666667
2025-02-04,24.6,10.4,0.0,5.0,26.18,0.32675000000000004
2025-02-05,25.0,9.6,0.0,5.39,28.09,0.31720833333333337
2025-02-06,25.2,10.9,0.2,5.17,26.59,0.3037083333333333
2025-02-07,23.6,15.4,0.9,4.63,23.86,0.29741666666666666
2025-02-08,25.2,11.1,0.0,5.05,25.52,0.2965833333333333
2025-02-09,26.0,10.9,0.0,5.25,25.94,0.29216666666666663
2025-02-10,24.8,12.6,0.0,5.19,26.24,0.2830833333333333
2025-02-11,24.0,10.4,0.8,5.07,25.81,0.2816666666666667
2025-02-12,21.5,12.4,2.0,3.4,19.15,0.28325
2025-02-13,22.4,13.5,3.6,4.12,22.05,0.28441666666666665
2025-02-14,24.3,9.7,0.0,5.04,26.17,0.269125
2025-02-15,25.0,11.7,0.1,4.93,24.46,0.25729166666666664
2025-02-16,24.7,13.9,0.7,4.92,24.53,0.24720833333333334
2025-02-17,24.0,13.7,1.0,5.03,24.72,0.25558333333333333
2025-02-18,25.5,10.1,0.0,5.47,26.99,0.25866666666666666
2025-02-19,26.3,9.8,0.0,5.78,28.21,0.24858333333333335
2025-02-20,27.7,9.8,0.0,5.99,28.76,0.23454166666666665
2025-02-21,26.9,11.1,0.5,5.69,26.96,0.22541666666666668
2025-02-22,25.0,12.6,0.4,5.85,27.17,0.21641666666666667
2025-02-23,25.0,8.7,0.1,5.41,26.61,0.2070833333333333
2025-02-24,25.5,10.0,0.5,5.03,24.34,0.20174999999999998
2025-02-25,26.4,11.6,0.2,5.41,25.59,0.19433333333333333
2025-02-26,24.6,10.6,0.3,5.48,25.93,0.19762500000000002
2025-02-27,28.0,11.2,0.0,5.56,27.06,0.191125
2025-02-28,26.5,9.9,0.0,5.41,24.87,0.18237499999999998
2025-03-01,27.6,9.8,0.1,5.02,22.54,0.1748333333333333
2025-03-02,24.5,11.9,1.5,5.17,24.61,0.16962500000000003
2025-03-03,25.9,13.8,0.0,5.68,26.41,0.14729166666666665
2025-03-04,25.3,12.6,0.0,5.7,26.79,0.151875
2025-03-05,25.5,15.4,0.0,5.56,26.9,0.14945833333333333
2025-03-06,25.9,12.8,0.0,5.55,27.23,0.16191666666666668
2025-03-07,27.5,15.3,0.1,5.74,25.98,0.16041666666666668
2025-03-08,26.1,15.9,0.4,4.99,24.05,0.16304166666666667
2025-03-09,25.2,14.6,6.5,4.5,23.53,0.24975
2025-03-10,23.2,14.3,15.1,3.6,19.51,0.3304166666666667
2025-03-11,24.0,13.2,17.7,4.03,22.02,0.3661666666666667
2025-03-12,24.5,12.1,1.9,4.79,24.65,0.3605833333333333
2025-03-13,23.8,13.6,0.7,4.3,22.57,0.33425
2025-03-14,27.1,11.2,0.0,5.52,26.32,0.32379166666666664
2025-03-15,27.2,12.8,0.4,5.77,26.9,0.29254166666666664
2025-03-16,25.8,13.6,0.1,5.31,26.05,0.274625
2025-03-17,24.1,14.3,3.7,4.5,24.16,0.28079166666666666
2025-03-18,22.9,15.2,1.8,4.0,22.22,0.2786666666666667
2025-03-19,21.9,15.1,7.6,3.19,17.89,0.34795833333333337
2025-03-20,22.1,13.8,3.8,3.29,18.75,0.3501666666666667
2025-03-21,23.3,12.1,0.8,4.45,24.03,0.34625
2025-03-22,22.5,13.0,4.7,3.92,21.97,0.330125
2025-03-23,23.1,12.6,1.9,4.28,22.89,0.3209166666666667
2025-03-24,24.0,13.9,4.1,4.32,23.68,0.31520833333333337
2025-03-25,22.8,13.3,2.3,4.38,23.89,0.2934583333333333
2025-03-26,23.0,13.9,3.8,3.68,19.82,0.3227083333333333
2025-03-27,23.4,12.9,7.1,3.6,19.72,0.33487500000000003
2025-03-28,20.4,14.4,27.9,2.2,11.95,0.4075416666666667
2025-03-29,22.9,14.9,25.3,3.21,17.2,0.4051666666666667
2025-03-30,22.1,14.1,10.7,3.59,20.33,0.38566666666666666
2025-03-31,20.9,14.1,3.5,3.13,18.23,0.3857083333333333
2025-04-01,22.6,12.9,1.0,4.39,23.99,0.3550416666666667
2025-04-02,24.4,11.5,10.8,4.32,23.39,0.348875
2025-04-03,22.5,13.6,5.5,3.86,21.82,0.3814583333333333
2025-04-04,22.9,14.6,13.1,3.7,21.02,0.35874999999999996
2025-04-05,23.4,13.8,12.5,3.91,22.0,0.39916666666666667
2025-04-06,20.8,15.4,13.6,2.28,12.86,0.41554166666666664
2025-04-07,22.1,14.1,1.5,4.13,23.4,0.3865
2025-04-08,23.2,12.4,1.6,4.49,24.27,0.3403333333333333
2025-04-09,24.4,11.8,1.3,4.83,25.79,0.3132916666666667
2025-04-10,24.3,14.2,6.7,3.69,20.93,0.35504166666666664
2025-04-11,24.7,11.6,9.7,4.28,23.88,0.3629166666666666
2025-04-12,22.7,13.7,4.9,4.02,22.56,0.3509583333333333
2025-04-13,22.7,14.3,4.5,4.14,23.71,0.367125
2025-04-14,22.9,13.9,1.1,4.42,24.88,0.33625
2025-04-15,22.4,14.8,4.6,4.01,23.2,0.32179166666666664
2025-04-16,22.2,12.2,1.6,4.29,24.45,0.2982916666666667
2025-04-17,23.2,14.1,0.5,4.59,25.04,0.27616666666666667
2025-04-18,23.5,14.1,1.2,4.33,23.76,0.25545833333333334
2025-04-19,23.1,14.2,5.2,4.14,23.5,0.258
2025-04-20,22.2,14.4,32.6,2.93,16.06,0.350125
2025-04-21,23.0,14.8,10.0,3.53,19.61,0.38358333333333333
2025-04-22,21.0,14.8,2.8,3.07,17.76,0.35904166666666665
2025-04-23,20.3,14.9,22.7,1.92,10.76,0.38675
2025-04-24,20.2,14.4,1.1,2.18,11.93,0.385375
2025-04-25,22.0,12.6,1.6,3.87,21.83,0.357375
2025-04-26,22.6,11.6,0.3,4.43,24.9,0.3445833333333333
2025-04-27,22.9,14.4,0.8,4.64,26.52,0.331625
2025-04-28,23.2,12.4,0.5,4.48,25.1,0.31245833333333334
2025-04-29,23.4,13.8,1.2,4.1,22.95,0.27829166666666666
2025-04-30,21.5,14.2,6.4,3.46,20.44,0.321
2025-05-01,22.6,14.1,2.0,4.01,22.46,0.35341666666666666
2025-05-02,23.0,13.8,0.1,4.32,23.85,0.32708333333333334
2025-05-03,23.2,13.6,0.5,4.17,23.01,0.3047916666666666
2025-05-04,23.0,14.2,7.1,4.04,22.91,0.3204166666666667
2025-05-05,21.1,13.9,9.8,3.45,20.5,0.38666666666666666
2025-05-06,22.0,13.9,5.7,3.85,23.01,0.3810833333333334
2025-05-07,22.0,13.6,7.4,3.97,23.53,0.36308333333333337
2025-05-08,21.4,14.1,4.0,3.75,22.31,0.35204166666666664
2025-05-09,21.7,14.5,5.7,3.42,19.58,0.35712499999999997
2025-05-10,21.9,14.3,3.7,3.4,19.31,0.339625
2025-05-11,23.5,13.0,9.7,3.7,20.38,0.33441666666666664
2025-05-12,22.5,13.3,3.8,4.07,23.19,0.369125
2025-05-13,22.4,13.7,6.2,3.49,20.78,0.3411666666666667
2025-05-14,21.1,13.6,1.3,3.59,21.27,0.3602916666666667
2025-05-15,21.4,14.1,2.8,3.78,22.06,0.34270833333333334
2025-05-16,21.6,14.4,3.7,3.68,21.33,0.33512500000000006
2025-05-17,21.8,14.2,1.8,3.87,22.22,0.3262083333333334
2025-05-18,22.3,14.4,4.6,4.09,23.56,0.3055833333333333
2025-05-19,21.4,13.9,1.9,3.53,21.12,0.286125
2025-05-20,22.8,14.3,0.8,3.84,21.93,0.2803333333333333
2025-05-21,22.5,14.8,0.8,3.94,22.13,0.258875
2025-05-22,22.2,14.0,1.9,3.69,21.51,0.26495833333333335
2025-05-23,21.8,13.6,1.9,3.54,20.28,0.27837500000000004
2025-05-24,22.3,12.4,1.1,3.95,22.57,0.2715416666666667
2025-05-25,20.5,13.6,1.8,3.36,19.62,0.2689166666666667
2025-05-26,22.4,14.0,1.6,3.75,20.62,0.2684166666666667
2025-05-27,21.0,14.2,7.5,3.26,19.92,0.27795833333333336
2025-05-28,22.5,13.8,0.6,3.94,22.3,0.290875
2025-05-29,20.2,14.1,3.9,3.19,19.27,0.2890833333333333
2025-05-30,21.9,13.3,0.8,4.01,23.12,0.286
2025-05-31,21.7,12.1,0.8,3.94,22.27,0.27691666666666664
2025-06-01,21.5,12.4,0.9,3.67,21.39,0.275125
2025-06-02,21.2,13.4,1.8,3.53,20.63,0.27066666666666667
2025-06-03,21.0,13.8,4.4,3.52,20.63,0.29420833333333335
2025-06-04,21.6,13.6,1.1,3.68,20.84,0.311
2025-06-05,21.0,14.0,7.2,3.2,19.15,0.3212083333333334
2025-06-06,19.8,13.6,28.4,2.69,16.26,0.40429166666666666
2025-06-07,20.2,13.4,4.4,3.54,21.14,0.39329166666666665
2025-06-08,21.1,12.7,1.4,3.53,20.64,0.37375
2025-06-09,21.8,13.8,1.5,3.86,22.73,0.35179166666666667
2025-06-10,22.0,13.8,1.4,3.85,22.07,0.34070833333333334
2025-06-11,20.9,11.6,0.0,3.61,21.2,0.32158333333333333
2025-06-12,20.9,13.9,5.3,3.27,19.27,0.333375
2025-06-13,21.1,13.3,0.2,3.78,22.12,0.31595833333333334
2025-06-14,21.0,11.6,0.1,3.74,21.96,0.29675
2025-06-15,20.4,11.6,0.0,3.38,19.56,0.29462499999999997
2025-06-16,20.1,12.4,1.5,3.46,20.21,0.28879166666666667
2025-06-17,19.9,12.8,4.0,3.01,18.29,0.301375
2025-06-18,20.2,13.4,3.2,3.32,19.44,0.3292083333333334
2025-06-19,21.0,12.9,3.7,3.12,18.37,0.32254166666666667
2025-06-20,21.8,12.5,6.5,3.09,17.7,0.33870833333333333
2025-06-21,21.5,11.2,1.9,3.61,21.0,0.34079166666666666
2025-06-22,20.4,11.8,2.1,3.39,20.1,0.33487500000000003
2025-06-23,20.5,13.6,2.3,3.4,19.85,0.32658333333333334
2025-06-24,21.1,9.1,0.3,4.08,23.63,0.3160833333333333
2025-06-25,22.2,11.0,0.3,3.97,22.54,0.2977916666666666
2025-06-26,21.2,13.1,3.7,3.37,19.78,0.2993333333333333
2025-06-27,22.5,14.6,2.4,3.87,21.46,0.29504166666666665
2025-06-28,20.8,13.6,1.3,3.14,18.36,0.2846666666666667
2025-06-29,18.5,13.2,4.9,2.0,11.77,0.31504166666666666
2025-06-30,18.8,13.0,2.6,2.74,16.08,0.318125
2025-07-01,19.5,12.8,2.0,3.15,18.55,0.3249166666666667
2025-07-02,20.1,12.4,0.8,3.35,19.5,0.31904166666666667
2025-07-03,20.2,13.2,3.4,2.84,16.79,0.32066666666666666
2025-07-04,20.3,12.9,1.8,3.34,19.36,0.320875
2025-07-05,19.2,13.6,3.6,2.53,15.06,0.32383333333333336
2025-07-06,19.5,13.3,4.5,2.99,18.17,0.3422083333333334
2025-07-07,18.8,13.4,4.8,2.32,13.52,0.3505833333333333
2025-07-08,18.2,13.1,3.4,2.18,12.69,0.3392916666666667
2025-07-09,17.6,12.1,3.3,2.06,12.09,0.33908333333333335
2025-07-10,20.1,11.5,5.0,3.51,20.81,0.3398333333333334
2025-07-11,20.0,12.4,1.9,3.35,19.35,0.3382083333333334
2025-07-12,20.4,13.0,2.9,3.35,19.51,0.33066666666666666
2025-07-13,19.4,13.4,3.6,2.91,17.33,0.3390416666666667
2025-07-14,20.3,12.6,2.2,3.2,18.55,0.33216666666666667
2025-07-15,20.5,12.6,1.7,3.38,19.63,0.3222916666666667
2025-07-16,20.5,12.2,1.1,3.04,17.18,0.3104166666666667
2025-07-17,20.5,11.4,4.0,3.32,19.52,0.30495833333333333
2025-07-18,20.4,13.6,2.5,3.05,18.0,0.304125
2025-07-19,20.1,13.3,1.0,2.77,16.18,0.301375
2025-07-20,18.9,11.4,0.7,2.71,16.57,0.32354166666666667
2025-07-21,21.0,9.9,0.0,3.59,20.87,0.3234166666666667
2025-07-22,19.4,10.9,1.1,3.27,19.71,0.30983333333333335
2025-07-23,18.2,12.4,1.6,2.5,14.7,0.31233333333333335
2025-07-24,20.8,11.6,0.2,3.85,22.87,0.3030833333333333
2025-07-25,21.5,10.4,0.0,3.93,22.91,0.2865
2025-07-26,21.6,10.1,0.0,3.77,21.81,0.2763333333333334
2025-07-27,20.3,9.4,0.0,3.94,24.17,0.2757083333333334
2025-07-28,19.5,10.4,0.3,3.37,20.27,0.280125
2025-07-29,17.0,11.8,4.3,2.16,12.37,0.3084166666666667
2025-07-30,19.5,11.9,2.4,3.3,18.36,0.319
2025-07-31,20.6,12.4,0.0,3.94,22.5,0.3033333333333333
2025-08-01,18.9,12.5,1.0,2.54,14.46,0.3085833333333333
2025-08-02,19.4,12.4,1.1,2.46,13.9,0.32875000000000004
2025-08-03,18.9,12.6,2.4,2.28,13.54,0.339625
2025-08-04,18.0,11.2,0.9,2.4,14.39,0.33737500000000004
2025-08-05,18.6,10.4,0.2,2.98,18.3,0.33433333333333337
2025-08-06,20.4,11.1,0.4,3.78,21.9,0.31216666666666665
2025-08-07,21.1,13.1,3.4,3.42,19.93,0.30433333333333334
2025-08-08,19.1,12.6,4.5,2.71,16.36,0.3601666666666667
2025-08-09,17.6,12.4,2.2,2.19,13.09,0.3600833333333333
2025-08-10,20.1,11.7,0.7,3.41,20.29,0.3317083333333333
2025-08-11,19.9,11.9,0.8,3.23,18.69,0.31620833333333337
2025-08-12,18.1,12.2,1.8,2.6,15.75,0.32245833333333335
2025-08-13,20.5,11.8,0.2,3.69,21.66,0.30616666666666664
2025-08-14,21.4,10.6,0.3,4.16,23.9,0.27616666666666667
2025-08-15,20.6,13.3,1.2,3.22,18.01,0.25904166666666667
2025-08-16,20.3,13.3,7.2,3.0,16.83,0.278625
2025-08-17,20.5,13.8,5.2,2.85,16.01,0.3369166666666667
2025-08-18,17.1,13.8,12.7,1.69,9.93,0.3735
2025-08-19,18.1,12.6,5.1,1.9,11.59,0.370875
2025-08-20,18.4,12.1,0.8,2.21,11.84,0.35391666666666666
2025-08-21,17.7,12.1,1.8,1.99,11.07,0.341625
2025-08-22,18.3,11.6,1.4,2.61,15.0,0.33837500000000004
2025-08-23,17.4,11.1,1.3,2.57,14.49,0.3232083333333334
2025-08-24,20.6,12.3,0.4,3.89,22.29,0.29970833333333335
2025-08-25,21.0,13.4,7.4,4.0,22.86,0.3287083333333333
2025-08-26,20.6,13.1,0.8,3.8,21.73,0.31175
2025-08-27,22.5,12.9,5.9,3.96,22.12,0.30133333333333334
2025-08-28,20.8,12.7,1.6,3.51,20.22,0.28229166666666666
2025-08-29,20.8,10.9,0.1,4.18,24.87,0.26866666666666666
2025-08-30,21.5,12.0,1.7,4.15,23.88,0.262375
2025-08-31,20.2,11.4,0.0,4.08,23.23,0.24275
2025-09-01,21.5,12.6,1.7,4.03,23.08,0.24183333333333334
2025-09-02,21.6,10.4,1.3,4.11,24.03,0.24050000000000002
2025-09-03,21.5,10.4,0.0,4.12,23.48,0.22875
2025-09-04,22.3,11.9,0.3,4.29,24.36,0.21624999999999997
2025-09-05,21.9,12.1,0.9,3.96,22.64,0.21841666666666668
2025-09-06,22.5,9.2,1.0,4.26,24.08,0.21624999999999997
2025-09-07,22.5,9.9,0.0,4.42,24.83,0.2197083333333333
2025-09-08,22.4,12.1,0.2,4.74,25.93,0.20916666666666664
2025-09-09,21.2,14.1,3.1,3.9,22.51,0.21279166666666668
2025-09-10,22.5,13.4,4.7,4.0,22.86,0.29150000000000004
2025-09-11,21.8,12.7,0.6,3.78,21.82,0.32683333333333336
2025-09-12,21.7,11.4,0.0,4.07,22.92,0.30016666666666664
2025-09-13,22.9,9.7,5.1,3.62,20.54,0.30304166666666665
2025-09-14,23.0,10.0,3.5,4.57,25.53,0.300125
2025-09-15,22.5,10.3,0.5,4.57,25.76,0.27666666666666667
2025-09-16,23.6,10.9,0.9,4.51,24.23,0.27275
2025-09-17,24.0,10.1,0.0,5.14,27.49,0.26658333333333334
2025-09-18,22.8,13.9,2.7,4.03,22.41,0.26295833333333335
2025-09-19,23.0,13.5,2.3,4.56,24.09,0.25908333333333333
2025-09-20,22.8,12.2,0.5,5.2,27.98,0.24029166666666665
2025-09-21,22.2,13.1,2.6,3.8,20.44,0.24433333333333332
2025-09-22,22.9,13.2,0.7,4.63,24.76,0.23945833333333333
2025-09-23,22.1,13.7,4.0,4.2,22.33,0.24404166666666668
2025-09-24,22.9,9.7,0.0,5.06,27.6,0.23429166666666668
2025-09-25,23.7,9.6,2.1,4.57,24.81,0.23087500000000002
2025-09-26,22.8,12.4,3.4,4.29,23.89,0.265625
2025-09-27,23.0,10.9,1.6,4.51,24.93,0.29654166666666665
2025-09-28,21.6,12.8,0.4,4.33,25.01,0.28720833333333334
2025-09-29,24.4,11.1,0.3,4.71,24.72,0.265375
2025-09-30,24.4,11.6,2.3,4.55,24.27,0.24850000000000003
2025-10-01,23.5,11.9,0.0,4.91,26.04,0.24733333333333332
2025-10-02,24.5,10.1,0.4,5.07,27.12,0.22304166666666667
2025-10-03,23.5,13.6,10.2,3.5,18.15,0.2187916666666667
2025-10-04,21.5,12.8,6.1,3.15,18.01,0.30816666666666664
2025-10-05,22.0,13.5,5.7,3.76,21.49,0.35233333333333333
2025-10-06,21.2,11.6,1.6,3.83,21.93,0.31516666666666665
2025-10-07,22.0,12.9,2.8,3.98,22.47,0.3187083333333333
2025-10-08,21.4,13.8,8.4,3.69,20.93,0.32425
2025-10-09,21.7,12.7,3.7,4.05,22.64,0.3005833333333333
2025-10-10,22.0,13.5,4.1,4.17,23.59,0.2889583333333333
2025-10-11,22.3,12.7,0.6,4.71,25.53,0.26066666666666666
2025-10-12,21.7,12.6,0.5,4.49,24.09,0.24429166666666666
2025-10-13,23.1,12.1,0.2,4.52,24.74,0.22691666666666666
2025-10-14,22.4,14.1,0.4,4.62,25.0,0.22583333333333333
2025-10-15,23.3,10.8,0.1,4.94,26.68,0.21824999999999997
2025-10-16,22.5,13.9,4.1,4.09,22.69,0.22416666666666665
2025-10-17,22.8,13.7,6.0,4.11,23.01,0.2565
2025-10-18,22.5,13.4,2.0,3.87,21.03,0.2652083333333333
2025-10-19,21.6,13.1,1.0,3.41,18.38,0.2505
2025-10-20,23.2,11.6,0.7,4.72,25.56,0.232625
2025-10-21,24.0,12.3,2.0,4.56,24.39,0.21375
2025-10-22,23.9,13.4,0.5,4.48,23.21,0.209875
2025-10-23,23.2,13.2,3.6,3.66,19.68,0.21191666666666667
2025-10-24,21.5,13.7,5.1,3.19,17.93,0.3090833333333333
2025-10-25,23.3,13.9,17.7,3.62,20.24,0.348125
2025-10-26,22.6,12.4,12.7,3.42,18.68,0.33712499999999995
2025-10-27,23.1,12.8,0.8,4.23,22.9,0.29533333333333334
2025-10-28,23.4,14.8,16.0,3.7,20.59,0.29816666666666664
2025-10-29,22.2,14.4,8.9,3.06,18.01,0.3392916666666667
2025-10-30,22.2,13.9,11.1,3.6,21.09,0.3685416666666667
2025-10-31,22.4,14.4,9.8,3.21,18.28,0.40487500000000004
2025-11-01,18.8,14.6,5.4,2.01,11.75,0.40245833333333336
2025-11-02,22.0,13.1,1.8,3.66,20.69,0.36920833333333336
2025-11-03,21.2,13.6,1.7,3.81,22.08,0.3468333333333333
2025-11-04,21.5,13.9,0.9,4.13,23.61,0.3384583333333333
2025-11-05,23.0,14.2,0.6,4.65,25.34,0.318625
2025-11-06,22.1,14.3,0.5,4.22,23.6,0.3000833333333333
2025-11-07,22.3,13.7,4.5,4.03,23.04,0.29475
2025-11-08,21.0,13.4,2.0,3.69,21.47,0.297625
2025-11-09,19.2,12.8,6.0,2.43,14.52,0.322625
2025-11-10,21.8,10.6,0.6,4.31,24.16,0.3255416666666667
2025-11-11,21.6,9.5,1.3,4.11,23.48,0.3025
2025-11-12,21.7,11.4,1.1,4.25,24.13,0.27408333333333335
2025-11-13,20.4,12.3,3.5,3.33,19.39,0.2665416666666667
2025-11-14,21.8,11.0,9.4,3.74,21.15,0.28508333333333336
2025-11-15,22.3,10.9,0.0,4.29,23.4,0.28654166666666664
2025-11-16,21.5,12.8,0.6,3.82,21.62,0.2678333333333333
2025-11-17,21.8,11.9,0.8,3.94,22.08,0.24004166666666668
2025-11-18,21.5,10.3,10.6,3.66,20.71,0.258625
2025-11-19,22.9,11.1,2.8,4.02,21.91,0.2932916666666667
2025-11-20,24.5,10.4,0.3,4.47,24.0,0.28429166666666666
2025-11-21,23.5,9.9,0.5,4.75,24.98,0.25808333333333333
2025-11-22,22.0,9.6,0.5,4.33,23.56,0.23216666666666666
2025-11-23,21.8,11.8,1.2,3.97,21.81,0.2197083333333333
2025-11-24,21.7,9.6,1.5,4.09,22.74,0.21554166666666666
2025-11-25,22.2,14.4,1.3,4.27,23.52,0.23304166666666667
2025-11-26,21.5,13.9,3.3,3.67,21.08,0.23104166666666667
2025-11-27,20.9,14.6,3.6,3.3,18.22,0.23291666666666666
2025-11-28,22.6,13.4,2.2,4.39,23.5,0.21562499999999998
2025-11-29,22.2,11.2,1.5,3.94,20.92,0.18858333333333333
2025-11-30,23.2,11.6,1.2,4.2,21.67,0.19387500000000002
2025-12-01,23.1,9.4,0.0,4.88,25.96,0.1894583333333333
2025-12-02,23.9,8.6,0.0,4.98,26.26,0.1688333333333333
2025-12-03,23.5,10.4,0.6,4.64,24.44,0.16329166666666667
2025-12-04,23.6,12.1,1.0,4.02,20.61,0.16695833333333332
2025-12-05,22.9,12.0,0.3,4.16,20.91,0.16929166666666665
2025-12-06,22.1,11.6,0.4,3.84,19.32,0.16337500000000002
2025-12-07,22.6,14.1,1.6,4.16,21.42,0.16641666666666666
2025-12-08,21.7,13.0,1.9,3.94,21.16,0.1758333333333333
2025-12-09,23.5,10.1,1.7,4.41,23.49,0.18479166666666666
2025-12-10,23.1,10.4,2.0,4.13,22.37,0.20141666666666666
2025-12-11,23.0,10.4,1.4,4.26,23.3,0.19791666666666666
2025-12-12,22.4,13.1,12.2,3.29,18.14,0.22029166666666666
2025-12-13,23.4,10.9,3.1,3.6,19.63,0.23625
2025-12-14,21.5,13.8,15.8,3.18,17.63,0.313125
2025-12-15,22.5,13.3,0.5,4.3,23.19,0.23829166666666668
2025-12-16,23.3,14.0,2.2,4.22,22.4,0.19975
2025-12-17,23.6,13.1,2.3,4.26,22.79,0.19233333333333333
2025-12-18,23.3,12.9,2.2,4.01,21.54,0.17804166666666665
2025-12-19,23.6,15.0,5.8,3.86,20.6,0.18425
2025-12-20,23.1,12.6,12.1,4.1,22.22,0.27616666666666667
2025-12-21,21.0,13.6,11.8,3.26,19.55,0.2890833333333333
2025-12-22,22.7,12.1,4.8,3.98,21.6,0.27225000000000005
2025-12-23,23.5,11.1,1.0,4.36,23.27,0.26758333333333334
2025-12-24,23.8,11.6,9.5,4.14,22.17,0.2745416666666667
2025-12-25,24.8,11.4,1.4,4.61,24.52,0.3017916666666667
2025-12-26,25.4,10.4,0.0,4.78,24.78,0.24816666666666667
